nconst,primaryName
nm12260942,Faria Abdullah
nm1226108,Alice Wu
nm1226129,Lawrence Silverstein
nm1226236,Matthieu Albertini
nm1226239,Laurent Desponds
nm12262502,Chetan Acharya
nm1226256,Dale Reeves
nm1226261,Didier Saint Melin
nm1226290,Kim Sung-su
nm1226367,Leandro Martínez
nm1226421,Jack White
nm1226422,Eric Woolfe
nm1226448,Neha Dhupia
nm1226523,Christian Charles
nm12265231,Prakash Puru
nm12265232,Alexandra DelGaudio
nm1226578,Daniel A. Davies
nm1226733,Christopher Reed
nm1226735,Damian Shannon
nm1226736,Robert Souza
nm1226737,Mark Swift
nm1226767,Micah Alberti
nm1226817,Devon Aoki
nm1226871,Wes Ball
nm12268742,Cibi Chakravarthi
nm1226979,Richard Blair-Oliphant
nm12270022,Leo Abelo Perry
nm12270158,Carly-Sophia Davies
nm1227027,Pierre Boulanger
nm1227045,Robert Brener
nm1227053,Lizzie Brocheré
nm12270579,Essi Murray-Johnston
nm12270580,Gerry
nm12270581,Clipper
nm12270582,Eugene
nm1227095,Fausto Callegarini
nm1227121,Tucker Carlson
nm1227232,Brady Corbet
nm1227268,Pierre-François Créancier
nm1227368,Aco Djorcev
nm1227375,Jason Dolan
nm1227393,Matthew Drdek
nm1227402,Charles Duckworth
nm1227470,Ulysses Estrada
nm1227481,Veronica Falcón
nm1227484,Kasra Farahani
nm1227499,Jura Ferina
nm1227525,Stella Filippopoulou
nm1227531,Guilherme Fiúza
nm12275504,Molly Sue Harrison
nm1227576,Bryan Furst
nm1227638,Mike Gioulakis
nm1227651,Lloyd Goldfine
nm1227662,Karenna Gore
nm12276742,K S Krishnan
nm1227702,Justin Guarini
nm1227718,H.G. Dattatreya
nm1227780,Laura Hillenbrand
nm1227787,Pham Thi Mai Hoa
nm1227814,Vanessa Hudgens
nm1227864,Mylène Jampanoï
nm12278988,Robert Suarez
nm1227918,Ann-Kathrin Otto
nm12279451,Michael White
nm12279452,Campbell Spoor
nm12279476,Alan Palmer
nm12279477,Ike Hamon
nm12279478,Sam Carter
nm12279893,Dashiell Derrickson
nm12279894,Atticus Derrickson
nm1228072,Grégoire Leprince-Ringuet
nm1228100,Elizabeth Livingston
nm12281679,Avanthika Harinalwa
nm1228334,Don Money
nm1228408,Qiu Yuen
nm1228414,Pyramid Natarajan
nm1228447,Makoto Nonomura
nm1228473,Sean O'Dea
nm1228509,Angharad Owen
nm1228585,Roman Perez
nm1228617,Matt Platts-Mills
nm1228627,Nigel Pollock
nm1228655,Emmanuelle Prévost
nm12287305,P. Rajalakshmi
nm1228805,Ray Sahetapy
nm1228813,Jasmine Di Angelo
nm1228877,Gopal Shah
nm12289117,Mia Lovell
nm1228930,Jenicka Carey
nm1228976,Scott Speer
nm1228986,Thomas Stammer
nm12289978,Hazel Nugent
nm12290005,Harley Feinstein
nm1229113,Nicolas Trembasiewicz
nm1229124,Derek Tsang
nm12291653,Anurag Pandey
nm1229204,Nadine Velazquez
nm1229213,Jim Verraros
nm1229221,Joel Viertel
nm1229320,Annalee Autumn
nm12293201,Seung-min Yoon
nm12293202,Seo-ae Yoo-Kang
nm1229323,Jon Wright
nm1229407,Orny Adams
nm12294930,Nas Brown
nm1229511,Darren Dunstan
nm1229520,Ben Falcone
nm12295799,Julia Avedaño
nm1229599,Atsushi Ida
nm1229619,Christopher Kelly
nm1229637,Patrick Brennan
nm1229640,Hoon Lee
nm1229681,Da'Vone McDonald
nm1229738,Luis Posada
nm1229742,Alejandro Rae
nm1229757,Babu Santana
nm1229791,Herb Tanney
nm1229793,Ruben Tejada
nm1229808,Robert Wabich
nm1229831,Asa Aquino
nm12298705,Ye-Rin Park
nm12298706,Ji-Yeol Oh
nm1229935,Mako Ishino
nm1229940,Katrina Kaif
nm1229951,Marie Kremer
nm12299903,Chrystal Faini
nm1229993,Lisa McKinlay
nm12299991,Milo Machado-Graner
nm1230001,Kaupena Miranda
nm12300253,Alexa N. Careccia
nm12300339,Steven Sims
nm12300511,Dolly Ahluwalia
nm1230124,Mayna Magruder
nm1230138,Steve Isles
nm12301710,Sukhjeevan Randhawa
nm1230210,Cody Carpenter
nm1230266,Julie Garcés
nm1230426,Richard Silverman
nm12304313,Benny Joy Smith
nm12304446,Santhi Mayadevi
nm1230560,Per Sandholt
nm1230585,Sergio Casci
nm12305916,Marta Olivares
nm12305917,Berta Ureta
nm12305918,Zoila Gonzalez
nm12305919,Petronila Abarca
nm12305920,Rubira Olivares
nm1230593,Anne Holm
nm1230598,Oh Yeong-su
nm1230603,Mora Stephens
nm1230643,Michael Potter
nm1230693,Dave Hansen
nm1230733,Mike Burns
nm1230741,Wang Chung
nm1230774,Marcus Johnson
nm1230844,Narain
nm1230874,Odessa Rae
nm1230879,Sunny Johnson
nm1230960,Yu Cao
nm1230981,Hitomi Shimizu
nm1231010,Blake West
nm1231159,Richard Brown
nm12311642,Joséphine Sanz
nm12311643,Gabrielle Sanz
nm12311665,Daniela Ionita Marcu
nm1231170,Seong-Hoon Lee
nm1231186,Joel Collins
nm1231249,James Moran
nm12312521,Tom
nm12312522,Jerry
nm1231253,John Solomon
nm1231392,Bernat Aragonés
nm12314668,Maxym Nimenko
nm12315349,Tristan Allerick Chen
nm1231550,Nikolai Bentsler
nm12316297,Hudson Rodgers
nm1231720,Jaclyn Brodsky
nm1231743,Justinian Buckley
nm1231851,Jason Chae
nm1231888,Min-cheul Cho
nm1231899,Priyanka Chopra Jonas
nm12319005,Ajay Soni
nm1231965,Charlie Corwin
nm1232058,Marcello De Francisci
nm1232160,Hyo-hee Dong
nm1232161,Monika Donner-Trelinska
nm1232198,Taylor Duffy
nm1232226,Alexis Dziena
nm12322446,Sijo Vadakkan
nm1232262,Bertie Ellwood
nm1232266,Paul Englishby
nm1232268,Brian Ent
nm1232292,Laurent Fabius
nm1232294,Samia Fadli
nm12323464,Mohamed Mahmoud Ibrahim
nm1232416,Takako Fuji
nm1232470,Janina Gavankar
nm12324969,Sinead Chaaya
nm1232546,Aditi Govitrikar
nm1232566,Seth Gray
nm12325817,Mehmet Bahattin Genç
nm1232664,Laura Hastings-Smith
nm1232670,Mette Heeno
nm1232695,James Herbert
nm12327306,Neslihan Hanoglu
nm12327540,Nguyen Truong Nhan
nm1232772,Steve Hullfish
nm1232843,Antoine Bardou-Jacquet
nm12328705,Khushiya
nm1232901,Hoon-tak Jung
nm1232929,Dimitri Karakatsanis
nm12329614,Kôzô Hashida
nm12329615,Kazumi Nozaki
nm12329616,Masahiro Kanetake
nm1233004,Eul-boon Kim
nm1233008,Kim Jeong-yeong
nm12330235,Yogesh Tiwari
nm1233064,Mikhail Korobochkin
nm12330649,Yun Ki-Chang
nm12331524,Jimi Adesanya
nm1233213,Aidan Leroux
nm1233222,Naiwen Li
nm1233224,Fan Liao
nm1233281,Philip Lozano
nm1233367,Vanessa Marimbert
nm1233427,Zara McDowell
nm12335223,Ravishankar P.T.
nm12335279,Thotapalli Madhu
nm1233561,Krista Morin
nm1233567,Blake Morrison
nm1233610,Katie Mustard
nm12336368,Dash McCloud
nm1233646,Christine Lucas Navarro
nm1233662,Virginia Newcomb
nm1233673,Nicole van Nierop
nm1233726,Ki-min Oh
nm1233777,Tio Pakusadewo
nm12337775,Park Ji-hoon
nm1233796,Tim Pannen
nm12338086,Mutsumi Toyoshima
nm1233816,Park Sang-wook
nm12338666,Luka Saranovic
nm12338667,Jakov Saranovic
nm12339009,Jaylen D. Eashmond
nm12339034,Joanna Denton
nm12339062,Andrew Callaghan
nm12339173,Brandon Reavis
nm12339969,Emir can Yurtlak
nm1234011,Emmanuel Rambaldi
nm1234012,Julien Rambaldi
nm1234091,Marc Riedinger
nm1234152,Rob Rotondo
nm1234157,Stéphane Rousseau
nm1234242,Matthew Saville
nm1234259,Travis Schiffner
nm1234276,Melanie Scrofano
nm1234293,Marco Sellitto
nm1234298,Konkona Sen Sharma
nm1234301,Sung Hyun-ah
nm1234307,Marie-Jeanne Serero
nm1234345,Takashi Shimizu
nm1234414,So Ji-seob
nm1234433,Marie Jo Soriano
nm1234470,Sylvia Steinbrecht
nm1234492,Dominique Strauss-Kahn
nm1234546,Laurent Tangy
nm1234572,Fernando Tejero
nm1234639,Eduardo Torroja
nm12346878,Lucás Ávila
nm12346880,Miguel Mora
nm12347120,Lennie Beare
nm1234717,Vaiyapuri
nm1234765,G. Venkateswaran
nm1234835,Fabian Wagner
nm12348405,Caylee Blosenski
nm1234849,Zhongjun Wang
nm1234853,Justin Ware
nm1234866,Inbal Weinberg
nm1234876,Fredrik Wenzel
nm1234888,Jae-woo Whang
nm1234889,Woo-hyun Whang
nm1234893,Sylvain White
nm1234917,Renee Witt
nm12349270,Rajesh Bahl
nm1234944,Buting Yang
nm1234959,Eun-kyung Yim
nm1234962,Hong-shik Yoon
nm12349747,Kuwaarjeet Chopraa
nm12349748,Aishan Jawaid Malik
nm12349749,Hamid Shafi
nm1235040,Mercedes de la Zerda
nm1235052,Eva van de Wijdeven
nm1235107,Rich Bentz
nm1235109,Ed Blaylock
nm12351145,Kaleila Johnson
nm1235154,Deon Cole
nm12351935,Shawn McClellan
nm1235210,Lev Friedman
nm1235282,Aleksey Kashnikov
nm12352901,Tara Sumner
nm1235292,Kim Sang-kyung
nm1235303,Michal Koterski
nm1235366,Bret McKenzie
nm12353699,Camille Laubertie
nm1235449,Joe Reegan
nm1235467,Bruno Rosato
nm12354914,Austin Huynh
nm1235530,Michael Urie
nm1235544,Michael Wai
nm1235558,Yoo Seung-ho
nm1235628,Carrie Colak
nm1235682,So-yeong Hong
nm1235696,Maryam Karimi
nm12357480,Ishan Sayhan
nm1235776,Zoie Palmer
nm12357945,Mengálvio Pedro Figueiró
nm1235867,Nadia de Santiago
nm1235930,Dae-hong Kim
nm12359410,Stephen Rice
nm1235949,Gabriel Range
nm1235965,Steve Singleton
nm12359680,Sajid Sarker
nm1235977,Candice Abela-Mikati
nm12361077,Amit Singh Baisla
nm1236180,Andrea Keir
nm1236191,Sachin Krishn
nm1236357,Sethu Sriram
nm1236445,Jeon Jay
nm12364662,Kushee Ravi
nm1236469,Dan O'Meara
nm1236491,Dong Yu
nm1236492,Lina Nordqvist
nm12365213,Daniel Llaca
nm12366183,Legend Saravanan
nm12366212,K.T. Balasubramaniyam
nm1236625,Martin Gero
nm1236649,Min-ho Song
nm1236653,Christopher L. Yost
nm1236659,John Buck Jr.
nm12366618,Giuseppe Capozzi
nm12366630,Vincent Welch
nm1236670,Brett C. Leonard
nm12366935,Nouhe Hamady Bari
nm12366936,Saadna Hamoud
nm12366937,Mohamed Yeslem Mousse
nm12366938,Mohamed Abderrahmane Arava
nm12366939,Aly Deyde
nm12366940,Baba Mine
nm12366941,Lemrabott Zeine Sidamar
nm1236921,John F. Beach
nm12369733,Sanjeeta Bhattacharya
nm1237120,Luis Ascanio
nm12371868,Gwendolyn Wallace
nm12371869,Dave Wallace
nm1237224,Anne K. Black
nm1237235,Ronnie Gene Blevins
nm12372793,C Gutta
nm1237346,Randy Carfagno
nm12373584,Prasad Jawade
nm12373736,Juancho Hernangomez
nm1237380,Devi Charan
nm12373805,Daniel Ranieri
nm12374053,Sangay Lham
nm12374059,Chimi Dem
nm1237416,S.J. Clarkson
nm12374417,Harper Leigh Alexander
nm1237454,Kahleen Crawford
nm1237494,Jareb Dauplaise
nm1237500,Gabriel-Kane Day Lewis
nm12375129,Bullet Bhaskar
nm12375374,Sobhan Afghari
nm1237541,Courtney Halverson
nm1237560,Áron Dimény
nm1237570,Toby Divine
nm1237687,Joey Figueroa
nm1237698,Cale Finot
nm12377012,Lucy Tabrizi
nm12377013,Tamara Arenovich
nm1237812,Chris Goodger
nm12378806,Kim Dae-gon
nm1237886,Nassim Hassaïni
nm1237910,Nicole Hilliard-Forde
nm1237962,Kyle Ingleman
nm1237973,Warren Jacquin
nm1238038,Paul Katis
nm1238086,Takeshi Koike
nm1238122,Betina Kuntzsch
nm1238254,Dan Macarthur
nm12382711,Na Chul
nm12382724,Sreeja Ajith
nm12382730,Rithu Manthra David
nm1238286,Sunil Manchanda
nm1238316,Antoine Marteau
nm1238336,Teddy Maurya
nm1238337,Vijay Maurya
nm1238348,Tierney Boorboor
nm1238459,Necro
nm1238555,JD Pardo
nm1238561,Edward Parks
nm1238798,Samuel R. Santana
nm1238801,Nick Santora
nm12388161,Gabriella Sengos
nm1238838,Mark Schulz
nm1238855,Germán Servidio
nm1238859,Ernesto Sevilla
nm1238875,Naomi Sheridan
nm12390152,Jamil Prattis
nm1239049,Tien You Chui
nm1239106,Elisabetta Valgoi
nm12391361,Ishtar Currie-Wilson
nm1239213,Yorihiko Yamada
nm1239231,Norobu Yoshida
nm1239263,Ricardo de Barreiro
nm1239313,Jim Babel
nm1239373,David Conolly
nm1239465,Louis Hilyer
nm12394659,Nele Labisch
nm1239466,Bill Hindley
nm1239499,Rory Kinnear
nm1239550,Ron McClary
nm1239566,José Mota
nm1239606,Rémy Renaud
nm1239627,Jared Sanford
nm1239711,Angela Bain
nm1239720,María Cecilia Botero
nm1239735,Gillian Chung
nm1239775,Frances Healy
nm1239813,Allie MacDonald
nm1239836,Ann Nesby
nm1239888,Alexa Rose Steele
nm1239895,Amanda Troop
nm1239899,Caroline Ward
nm1239915,Daniel Bevan
nm12399583,Navnit Jha
nm1240053,Christoffer Heie
nm1240062,Annika Summerson
nm1240085,Sam Levy
nm1240176,Colin Walker
nm1240204,Tracey Becker
nm1240210,John D. Eraklis
nm1240222,Frank Mele
nm1240300,Juri Seppä
nm1240301,Miska Seppä
nm1240326,W. Bruce Cameron
nm12403291,Jean Malafronte
nm12403292,Ellie Abrashkin
nm12403293,Carl
nm1240342,GQ
nm1240415,Andrew Friedman
nm1240448,Liam O'Brien
nm12404816,Esmaeil Gorji
nm12405154,Pd Satish Chandra
nm1240544,Michael Barton
nm1240557,Matt Lyon
nm1240647,Nicolás López
nm1240716,Sebastián Muñoz
nm12407375,Kumar Vasu Dilip
nm12407406,Camelia Roiu
nm1240783,Lara Alameddine
nm12408122,Liva Forsberg
nm12408123,Adrian Blanchard
nm1240831,Naved Aslam
nm12408604,Jacobi Jupe
nm1240884,Jonas Bell Pasht
nm1240908,Kieran Bew
nm12409342,Acoyani Chacon
nm1240977,Alain Brigand
nm1241057,Lil' Cease
nm1241059,Jesse Chabot
nm12410702,Diana Winthrop
nm12410705,Bob McChesney
nm12410706,Frank O'Donnell
nm12410708,David Burnett
nm1241314,Nacho Fresneda
nm12413259,Pramod Velliyanad
nm1241330,Steve Galluccio
nm1241336,Billy Garland
nm12413958,Aeklavya Tomer
nm1241469,Janna Herttuainen
nm1241506,Hermann Huppen
nm1241511,Orto Ignatiussen
nm1241513,Ike Ogut
nm1241555,Jitendra Joshi
nm1241569,Zeke Kamm
nm1241589,Sarfaraz Khan
nm1241602,Astrid Kirchherr
nm1241640,Atul Kumar
nm12417280,Randy Hernandez
nm12418067,Daekyum Ahn
nm1241814,Nicolas Mauvernay
nm1241878,Mopreme Shakur
nm1241910,Prashant Narayanan
nm12419353,Sayan Mal
nm1241985,Chetan Pandit
nm1241989,Sarvesh Parab
nm1241992,Park Gyeong-geun
nm1241993,Park Myung-shin
nm1242048,Mariane Plasteig
nm1242054,James Ponsoldt
nm1242062,Arie Posin
nm1242068,Dilip Prabhawalkar
nm1242171,Kit Ryan
nm1242185,H. Scott Salinas
nm12422297,Muntazir Ahmad
nm12422413,Aminah Nieves
nm1242274,Johanna Sinisalo
nm1242311,Lucy Spink
nm12423663,Denjam Lepcha
nm1242371,Jose Tamez
nm1242387,Suhita Thatte
nm1242403,Eszter Tompa
nm12424259,Venu Ej
nm1242455,Suparn Varma
nm12424582,Rodrigo Scarcello
nm1242480,Voletta Wallace
nm12425009,Bellaluna Resnick
nm1242522,Ray Wright
nm1242526,Jianguo Qiu
nm1242532,Ga-hyun Yun
nm1242538,Yoshiyuki Kôno
nm12425392,Marta Lucchesini
nm1242613,Sage Brocklebank
nm1242673,Kevin Hackie
nm1242679,Stephen R. Hart
nm1242688,Josh Hutcherson
nm12426991,Kamer Evren
nm12427157,Fidelius Schmid
nm1242789,Russell Poole
nm1242796,Surendra Rajan
nm12428142,Lars Eivind Lund
nm1242841,Tsutomu Takeshige
nm1242846,Nicholas Thomas
nm1242935,Midoriko Kimura
nm1242939,Clara Lago
nm1242974,Meenal Patel
nm1243019,Christophe Couzon
nm1243029,Anthony Owen
nm12432432,Annabella Rosa
nm12433665,Gina Clayton
nm1243604,John Mayer
nm1243731,Shekhar Ravjiani
nm1243740,Kim Nguyen
nm12437504,Charlotte Ware
nm1243877,Sammy Lee
nm1243905,Michael Gracey
nm12439075,Tasha Lim
nm1243922,Karim Abdel Aziz
nm1243970,Mitchell Altieri
nm1243973,Elik Alvarez
nm1244017,Adrien Asztalos
nm1244053,Pelle Bang Sørensen
nm1244060,Aníbal Barengo
nm1244067,Virginia Barrett
nm1244069,Kenya Barris
nm1244109,Urmila Berg-Domaas
nm1244171,Brigitte Bourdeau
nm12441852,Divya Dicholkar
nm1244214,Jim Busfield
nm12442249,Harvinder Dhariwal
nm1244228,Aránzazu Calleja
nm1244249,Michelle Carmichael
nm1244349,Dale Cornelius
nm12444098,Camille DeAngelis
nm12444764,Les Mabaleka
nm1244491,Rachel Ramras
nm1244536,Michael Esparza
nm1244603,Peter Foott
nm1244650,Monique Ganderton
nm1244666,Emilie Gavois-Kahn
nm12446739,Martin Estrada
nm1244748,Jens Grötzschel
nm1244760,Amole Gupte
nm1244808,Justin Haythe
nm12448083,Song Boo-gun
nm1244840,Cassidy Hinkle
nm12449652,Amrutha Pillete
nm12449653,Nayna Mewar
nm12449654,Ayaz Pasha
nm1244971,Yatin Karyekar
nm12449815,Abhishek Sengupta
nm1245013,Isao Kiriyama
nm1245071,Erika Kuroishi
nm12450892,John Dixon
nm12450894,Donovan Hunter
nm1245099,Avril Lavigne
nm1245146,Scott Lobdell
nm1245217,Bryony Marks
nm1245247,Paul McCulloch
nm1245249,Tim McGahan
nm12453147,Rebecca Clarke
nm12453358,Vinayak Salvi
nm1245377,Bipin Nadkarni
nm1245384,Jay Natelle
nm12454519,Anubha Fatehpuria
nm12454706,Mia Artemis
nm1245478,Herve Paniaq
nm12456316,Nathan Zale
nm1245640,Eric Rhone
nm1245691,Douglas Russell
nm12457330,Alex Alister
nm12457849,Alankar Pandian
nm1245800,Freddy Sheinfeld
nm12458404,Vaishnavi Aravind
nm1245863,Rafe Spall
nm12460086,Joji Mundakayam
nm12460088,Renjith Rajan
nm12460454,Olivier Massart
nm1246047,Adriana Ugarte
nm12460527,Bengü
nm1246087,Tripp Vinson
nm1246179,Daisuke Yano
nm12462309,Dinesh Purushothaman
nm1246238,Valentina de Angelis
nm1246308,Arnie Burton
nm1246334,Ali Cook
nm1246371,Sara Foster
nm12464372,Lauren Garrott
nm1246475,Tony McCarroll
nm12464779,Émilie Pelletier Grenier
nm1246487,Ben Molinaro
nm1246622,Marco D'Almeida
nm12466397,Bendev Junior
nm12466402,Wilfred Soz
nm1246644,Silva Belton
nm12466579,Andrea Chaparro
nm1246692,Elisa Gallay
nm1246724,Kim Su-an
nm12467482,Josè Massolo
nm1246876,Brett Turnbull
nm12469089,Atul Tiwari
nm12469140,Kim Do-Geon
nm12471597,Nia Ashi
nm12471688,Julie Chen
nm1247172,Shin Unozawa
nm12472517,Jake Horowitz
nm1247295,Michael Urban
nm12473002,Archie Knox
nm12473275,Anjelica Serra
nm12473278,Brian Rodger
nm12473636,Yama Gilgamesh
nm12473637,Dineesh P.
nm1247374,James Roth
nm12473950,Rajesh Rajenndrran
nm1247401,Gauahar Khan
nm1247407,Julia Jones
nm12474210,Sejal Jaiswal
nm1247445,Carlo Hintermann
nm1247462,Christopher Smith
nm1247466,Gianni Russo
nm1247503,Alex Garcia
nm12475203,Wania Zarin Anvita
nm12475211,Sharif Siraj
nm1247524,Melanie Lewis
nm12475812,Oh Ji-Young
nm1247584,Mark Gill
nm1247594,Rachel Shane
nm12477245,Liviu Iolu
nm1247737,Donald A. Barton
nm12477601,Babil Khan
nm12477703,Marie Maskell
nm1247772,Bel Berlinck
nm1247787,Joanna Bialousz
nm1247788,Bias
nm1247813,Darlene Bohorquez
nm1247832,The Robert Mitchell Boy Choir
nm1247855,Carrie Brownstein
nm12479180,Douglas Kumaramoorthy
nm1248060,Marijke Desouza
nm1248109,Nicole Downs
nm1248110,Alexandru Dragoi
nm1248139,Lucas Eskin
nm1248193,Frank E. Flowers
nm12482404,Lee Dong-Hee
nm1248261,Jai Gidwani
nm1248268,Kenny Gioseffi
nm1248280,Emerson Gomes
nm1248285,Magdalena Górka
nm1248314,Khawlah Hag-Debsy
nm1248325,Monica Hankievich
nm1248357,Cindy Davis
nm1248358,Donald H. Hewitt
nm1248366,Geoff Hitchins
nm1248373,Gina Holden
nm1248393,Rachel Hurd-Wood
nm1248409,Bren Foster
nm1248474,Shyamal Karmakar
nm12485733,Robert Herritt
nm12485734,Mendeley Wells
nm12485800,Toby Ryan
nm1248730,Christopher Robin Miller
nm12487630,Nitesh Mishra
nm1248798,Johnny Tri Nguyen
nm1248824,Mark O'Rowe
nm1248838,Orangey
nm1248872,Puven Pather
nm1248898,Leigh Pickford
nm1248907,Bob Wills and His Texas Playboys
nm1248979,David Richmond-Peck
nm1249031,Ertan Saban
nm1249036,Mario Salvucci
nm1249052,Riccardo Scamarcio
nm1249077,Aditya Seal
nm12490992,Evgeny Eronin
nm1249116,Ranvir Shorey
nm1249155,Hitesh Sonik
nm1249167,Kiril Spaseski
nm1249246,Roya Teymourian
nm1249256,Larry the Cable Guy
nm1249263,Margarete Tiesel
nm1249305,Chie Uratani
nm12493576,Kim Yong-Joon
nm12493612,Ashish Mehta
nm12493978,Raj Qushal
nm1249409,Bai Qing Xin
nm1249417,Aaron Yanes
nm12494183,Clara Galle
nm12494184,Natalia Azahara
nm12494185,Ariana Godoy
nm1249419,Yash Keswani
nm12494704,Kit Lesser
nm1249471,Michel Gomes
nm1249512,Solomon Burke Jr.
nm1249562,Imad Jabarin
nm1249574,Phellipe Haagensen
nm1249596,Matt Koby
nm12496221,Ken Tisher
nm12496419,Ashik Kusugolli
nm1249673,Daniel Polsby
nm1249684,Jeff Rendell
nm1249710,Siva Ananth
nm1249721,Tommy Stinson
nm1249752,Edwin Wright
nm1249826,Kym Jackson
nm1249830,Patricia Kell
nm1249945,Shaad Ali
nm12499707,Surya
nm12499926,Mike Hitlner
nm1249995,Dylan Clark
nm12500358,Yonv Joseph
nm1250070,Jeremy Kleiner
nm1250096,Tim Maddocks
nm1250340,Dan Birnbaum
nm1250382,Elizabeth Ward
nm1250389,David Giammarco
nm1250449,Zac Nicholson
nm12504522,Robin Carolan
nm1250460,Tobias Siebert
nm1250478,Nana Fedu Abodo
nm1250544,Rodrigo Amarante
nm1250558,Valeriu Andriuta
nm1250574,Angela Arenivar
nm1250584,Yuriy Ashikhmin
nm12505876,Richa Prakash
nm1250653,Conor Barry
nm1250701,Avner Bernheimer
nm1250791,Sterling K. Brown
nm12507993,SaMoMusic
nm12508314,Alessandro Bedetti
nm1250907,Timuçin Caymaz
nm1250933,Pepa Charro
nm1250935,Sudeep Chatterjee
nm12509655,Sierra Maltby
nm12510150,Marin Judas
nm1251036,Emilram Cossío
nm12510714,Ivana Barnes
nm12510759,Tabi McCartney
nm12511346,Horacio Devitt
nm12512408,Lam Kay Toa
nm1251243,Olivia Dunkley
nm1251245,Donna Duplantier
nm1251304,Kwesi Fase
nm1251441,Pablo Gatti
nm1251446,Cunzhuang Ge
nm1251449,Elisabet Gelabert
nm1251463,Manjula Ghattamaneni
nm1251505,Climax Golden Twins
nm1251520,Yana Gorskaya
nm12515575,Asif Akhtar Ali
nm12515576,Shikha Bhardwaj
nm1251564,James Gucciardo
nm1251565,Gwei Lun-Mei
nm1251613,Cerise Hallam Larkin
nm12516252,Sheryl Clark
nm1251654,Brooks Anne Hayes
nm1251696,Fumio Hirokawa
nm1251750,Daniel Hulsizer
nm1251770,Zo In-sung
nm1251773,Ana Ioneci
nm12519248,Valeria Santaella
nm12519322,Kulwant Singh Bhamra
nm1251954,Hong-baek Kim
nm12520505,Zachary Hing
nm1252066,Nana Agyefi Kwame II
nm1252083,Nupur Lala
nm1252200,Ivri Lider
nm12522644,Ana Yi Puig
nm12523605,Eliot
nm1252362,Bertrand Mandico
nm1252389,Jaume Martí
nm1252453,Suketu Mehta
nm12524895,Niclas Svenningsen
nm12524896,Kyra Gantois
nm1252615,Neelakanta
nm1252685,Toks Olagundoye
nm12529167,Hans Bot
nm12530151,Sodienye Ojewuyi
nm12530152,Adam Abdalrhman
nm1253039,Vicente Romero
nm1253217,Zhaoqi Shi
nm12532587,Jayden Leavitt
nm12532589,Miles Ross
nm1253263,Grigoriy Siyatvinda
nm1253300,Mingmonkul Sonakul
nm1253386,Zsuzsa Szabados
nm1253546,Syllas Tzoumerkas
nm12535485,Muneaki Kitsukawa
nm1253582,Joséphine Van Wambeke
nm1253593,Susana Varela
nm1253632,Bernat Vilaplana
nm1253696,Runshen Wang
nm1253715,Korey Washington
nm12538120,Jude Culham-Keays
nm1253903,Tianyong Zheng
nm1253936,Patrick d'Assumçao
nm1253977,Per Andersson
nm1254025,Alex Hernandez
nm1254039,Stephen Knight
nm1254152,Catherine Walker
nm12542446,Alexander Settineri
nm1254338,Robert May
nm12543842,Nischay Kutt
nm1254426,Ermin Bravo
nm1254470,Guillermo Coronel
nm1254515,Marcelo Frasca
nm12545199,Madison Skye Validum
nm1254521,Andy Gätjen
nm1254646,Yi Lu
nm12546727,Cathy Ferguson
nm12546728,Mark Ferguson
nm12547022,Íker Sánchez Solano
nm12547831,Kayije Kagame
nm12547851,Keith Blum
nm1254805,Manolo Solo
nm1254811,J. Robert Spencer
nm1254879,Shan Zhang
nm1254942,Lora Martinez-Cunningham
nm1255001,Jang So-yeon
nm1255010,Amina Khalil
nm12550344,Jim Doty
nm1255246,Kim Eung-soo
nm1255286,Benjamin Weill
nm1255497,Darin Silverman
nm1255557,Kim Jose
nm1255565,Jaume Roures
nm12555704,Shaikh Sajid Ali
nm1255590,Phillip Blackford
nm1255751,Matthew Douglas
nm12557710,Bin Akao
nm1255802,Cassius Kumar Wilkinson
nm12558311,Prashanth Narayan
nm1255832,Katherine O'Sullivan
nm12558795,Vinali Bhatnagar
nm1255905,Robert Malcolm Young
nm1255914,Kevin Rock
nm1255916,Mark Abbott
nm12559937,Emma Jenkins-Purro
nm1256143,David Kerr
nm1256145,Andrew McAllister
nm1256262,Teresa Cheng
nm1256292,Bobby Johnston
nm1256344,Bora Akkas
nm1256362,David Alexanian
nm12563621,Mounia Lamkimel
nm1256418,Johnny Ashby
nm1256435,Dündar Aydinli
nm1256442,Kathleen Katz
nm12564583,Pathman
nm1256515,Tomer Ben David
nm1256532,Jon Bernthal
nm12565924,Natalia Gonchar
nm1256602,Devon Bostick
nm1256632,Inti Briones
nm12566364,Jaquel Spivey
nm1256652,Heinrich Graf Brühl
nm1256654,Patricia Buckley
nm1256768,Tracy Chevalier
nm12567685,Akshay Kumar
nm1256789,Mazlum Çimen
nm1256846,Olivier Bugge Coutté
nm1256888,Karsten Dahlem
nm12569213,Ameesha Chowdhary
nm1257016,Joyful Drake
nm1257062,Dilhani Ekanayake
nm12570880,Bhupendra Rajput
nm1257145,Harry Forrester
nm1257208,Paulina García
nm1257214,Maryann Garger
nm1257280,Matthew Gravelle
nm1257282,Claudia Grazioso
nm1257352,Julia Hart
nm1257362,Bálint Hegedûs
nm1257371,Yutaka Henmi
nm1257417,Zlatan Ibrahimovic
nm1257420,Jakob Ihre
nm1257423,Sôsuke Ikematsu
nm12574452,Ankita Srivastava
nm1257474,Muni Jha
nm1257480,Rufus Jones
nm1257492,Radu Jude
