tconst,originalTitle,weightedAverage,soup
tt0949751,Maskeli Besler: Irak,4.946601139782755,adventure comedy nm2083706 nm0786919 nm1201734 nm0478243 nm1578920 nm2525473
tt0950739,Arn: Riket vid vägens slut,6.44389514069684,action drama romance nm0282425 nm0639010 nm0375138 nm0001745 nm0000761 nm0803890
tt0951216,Mad Money,5.949691950598386,comedy crime thriller nm0451884 nm0000473 nm0001451 nm0005017 nm0001101 nm1079976
tt0951335,The New Daughter,5.5073988271922625,crime horror thriller nm1084937 nm0000126 nm1419440 nm0000526 nm1072959 nm0005292
tt0952640,Alvin and the Chipmunks,5.248883114072298,adventure comedy family nm0384722 nm0005134 nm0046559 nm0439739
tt0952682,Shotgun Stories,6.815917433555379,drama thriller nm2158772 nm0788335 nm1519045 nm2049889 nm2534638 nm1990075
tt0953318,Ben X,7.069631032882509,drama thriller nm0051206 nm0684515 nm2538498 nm2081325 nm2141341 nm3165712
tt0953989,Emret Komutanim: Sah Mat,3.437955761039986,action adventure comedy nm1699658 nm0022858 nm0258673 nm1778598 nm1759843 nm1485677 nm1488529
tt0954947,The Killer Inside Me,6.109408879711099,crime drama mystery nm0935863 nm0000729 nm0005028 nm0004695 nm0000885 nm0000480
tt0954981,Cass,6.303272194448066,biography crime drama nm1580671 nm1996829 nm2511874 nm0339877 nm1461267 nm0443373
tt0954990,The Yellow Handkerchief,6.511794160447995,adventure drama romance nm0006841 nm0000458 nm0004742 nm0829576 nm1519666 nm0597390
tt0955308,Robin Hood,6.592658634523728,action adventure drama nm0000631 nm0000128 nm0000949 nm0532193 nm0001884 nm0000458
tt0956038,Nights in Rodanthe,6.02816163646737,drama romance nm0938045 nm0000178 nm0000152 nm0005221 nm0205626 nm0048250
tt0959329,Nine Dead,5.6014720732922685,crime drama horror nm1124577 nm0004997 nm0005406 nm0856012 nm0896117 nm0531333
tt0959337,Revolutionary Road,7.275590288541006,drama romance nm0005222 nm0000138 nm0000701 nm0280199 nm0745751 nm2016364
tt0960144,You Don't Mess with the Zohan,5.613144604768043,action comedy nm0240797 nm0001191 nm0001806 nm0004825 nm0841910 nm0443577
tt0960731,Bedtime Stories,6.008306761196762,adventure comedy family nm0788202 nm0001191 nm0005392 nm0001073 nm0001602 nm1258970
tt0960741,The Canyon,5.9875683908682875,thriller nm2246159 nm0047248 nm2088803 nm0001599 nm0941781 nm0545243
tt0960790,Keinohrhasen,6.431663956237412,comedy romance nm0001709 nm0001709 nm1160560 nm0777788 nm2617178 nm0900915
tt0960890,Zombie Strippers!,4.533163998694609,comedy horror sci-fi nm0999415 nm0001398 nm0000387 nm2641532 nm1715297 nm0027575
tt0961066,Maria Larssons eviga ögonblick,6.896183082013914,drama history nm0873296 nm0374685 nm0675409 nm0159802 nm2765721 nm3512629
tt0961097,Un monstre à Paris,6.605540385282426,adventure animation comedy nm0074426 nm1342060 nm0660854 nm0255362 nm0167388 nm0756203
tt0961108,Fireflies in the Garden,6.3399824892614065,drama nm1433720 nm0005351 nm0000353 nm0001833 nm0005251 nm0000210
tt0961722,Cabin Fever 2: Spring Fever,4.76562992321896,horror nm1488800 nm0835045 nm0781913 nm1597498 nm1507985 nm1020345
tt0961728,The Escapist,6.583222841643615,crime drama thriller nm1012501 nm0004051 nm0507073 nm0001212 nm1179580 nm0192377
tt0962711,The Objective,5.6871893368368935,horror sci-fi thriller nm0617130 nm1383977 nm0027164 nm0005030 nm0931321 nm1443873
tt0962726,High School Musical 3: Senior Year,5.081073947369481,comedy drama family nm0650905 nm1374980 nm1227814 nm0864308 nm1727317 nm0088298
tt0962736,The Young Victoria,7.128370677185415,biography drama history nm0885249 nm1289434 nm1670029 nm0079273 nm0001669 nm0000980
tt0963178,The International,6.484614260682654,action crime drama nm0878756 nm0654110 nm0915208 nm0000090 nm0860947 nm0639928
tt0963194,Repo! The Genetic Opera,6.3646167124883855,horror musical sci-fi nm1135423 nm0000649 nm0372117 nm0891786 nm0109208
tt0963208,Where in the World Is Osama Bin Laden?,6.3539897229686115,comedy documentary war nm1041597 nm1041597 nm0124132 nm0155515 nm1549745 nm1655801
tt0963743,"Angus, Thongs and Perfect Snogging",6.28244381780339,comedy drama romance nm0149446 nm2102872 nm1093951 nm1131627 nm0203563 nm1870434
tt0963794,The Ruins,5.915477966509376,adventure horror thriller nm2127650 nm0039162 nm0540441 nm0006958 nm1377561 nm1725848
tt0963965,Dolan's Cadillac,5.828603362618606,crime thriller nm0066580 nm0000225 nm0891275 nm0004747 nm0117374 nm0222593
tt0963966,The Sorcerer's Apprentice,6.102189958943838,action adventure family nm0005509 nm0000115 nm0059431 nm0000547 nm1954240 nm1527905
tt0964185,Tetro,6.632825951440672,drama nm0000338 nm0001252 nm2403277 nm0893941 nm0702379 nm0209404
tt0964516,Fashion,6.700406965381262,drama romance nm1055105 nm1231899 nm2144007 nm2585918 nm0451170 nm1480555
tt0964517,The Fighter,7.779405019988755,action biography drama nm0751102 nm0000242 nm0000288 nm0010736 nm0502425 nm3923953
tt0964539,Pathology,5.936120374231924,crime horror thriller nm0774340 nm0000192 nm0893257 nm1218757 nm0922995 nm0809049
tt0964587,St. Trinian's,5.865771755289278,comedy family nm0662529 nm0859877 nm1506908 nm0000391 nm2605345 nm2092886
tt0968264,The Conspirator,6.796715050625671,crime drama history nm0000602 nm0000705 nm0564215 nm0929489 nm0000177 nm0939697
tt0969269,San taam,6.748444579097507,action crime mystery nm0864775 nm0906413 nm0490513 nm0648499 nm0482628 nm0510914 nm0974484
tt0969653,White Wall,4.428443368973098,action mystery sci-fi nm2554839 nm2554839 nm0463376 nm2419686 nm2560336 nm1402584
tt0970179,Hugo,7.480650708167133,adventure drama family nm0000217 nm2633535 nm1631269 nm0000489 nm0001426 nm0056187
tt0970411,City of Ember,6.385065059154008,adventure drama family nm1481493 nm1519680 nm0429363 nm0000195 nm0752379 nm2016685
tt0970416,The Day the Earth Stood Still,5.518425956936654,adventure drama sci-fi nm0220600 nm0000206 nm0000124 nm0000870 nm1535523 nm0000092
tt0970452,Solomon Kane,6.104706923506838,action adventure fantasy nm1068186 nm0700856 nm0001884 nm1248393 nm0000592 nm2852393
tt0970462,Tunnel Rats,5.48206244676065,action drama war nm0093051 nm0001595 nm1569067 nm0247153 nm0471686 nm1733517
tt0970468,Miss Pettigrew Lives for a Day,6.881515490810168,comedy romance nm0620576 nm0000531 nm0010736 nm0001354 nm0018357 nm0166611
tt0970472,Bekushiru: 2077 Nihon sakoku,6.496672174427576,action animation sci-fi nm1216495 nm1800338 nm0849477 nm0559696 nm0960033 nm0657139
tt0970866,Little Fockers,5.527262850016184,comedy romance nm0919369 nm0001774 nm0001632 nm0000134 nm0005562 nm0000163
tt0971209,A Perfect Getaway,6.480140464266777,drama mystery thriller nm0878638 nm0000170 nm0001872 nm0648249 nm0760989 nm0005420
tt0972544,Back Roads,6.241206542020259,crime drama thriller nm1641117 nm1641117 nm0607185 nm2443758 nm5988570 nm6442629
tt0972558,Obitaemyy ostrov,5.598691450922508,action adventure sci-fi nm0094080 nm3353199 nm2568364 nm1215228 nm0307628 nm0476544
tt0972883,Red,6.695843873141884,drama thriller nm0226148 nm1031246 nm0004051 nm0279720 nm0973177 nm2057036 nm0225332
tt0974014,Creation,6.494893942432638,biography drama romance nm0000750 nm0079273 nm0000124 nm4037686 nm0377844 nm3177751
tt0974015,Justice League,6.1007923754316264,action adventure fantasy nm0811583 nm0000255 nm2933757 nm0597388
tt0974554,Elegy,6.607264467419496,drama romance nm0170043 nm0001426 nm0004851 nm0165101 nm0000454 nm0765597
tt0974613,The Other Man,5.622823858888483,drama mystery thriller nm0264236 nm0000553 nm0000104 nm0001473 nm0304801 nm0134623
tt0974661,17 Again,6.394959073154992,comedy drama fantasy nm0824882 nm1374980 nm0001612 nm0005182 nm0502073 nm2035003
tt0975645,Hitchcock,6.7630074090529195,biography drama romance nm0315065 nm0000164 nm0000545 nm0424060 nm0396812 nm0001057
tt0976026,Cheeni Kum,6.505839944568992,comedy drama romance nm2669564 nm0000821 nm0007102 nm0712546 nm0782247 nm2463153
tt0976051,The Reader,7.573150887394207,drama mystery romance nm0197636 nm0000701 nm0000146 nm0004486 nm0354198 nm1269088
tt0976060,Tokyo!,6.756037348151503,comedy drama fantasy nm0136021 nm0327273 nm0094435 nm0297858 nm1076976 nm0411683 nm1071413 nm1070494
tt0976222,Bandslam,6.269449772726341,comedy drama family nm0333804 nm1425528 nm1227814 nm0174983 nm2187603 nm0233079
tt0976238,Old Dogs,5.398317203766115,comedy family nm0065608 nm0000245 nm0000237 nm0001293 nm0000593 nm1739782
tt0976246,Staten Island,6.033711019979555,comedy crime drama nm0218621 nm0000160 nm0000352 nm0001025 nm0629855 nm1491439
tt0976247,"Surfer, Dude",5.157996475984461,comedy nm0082835 nm0000190 nm0000437 nm0005268 nm1773268 nm0635139
tt0977214,Hero Wanted,5.832118355555343,action crime thriller nm0810706 nm0000421 nm0000501 nm0281107 nm0005342 nm0167649
tt0977855,Fair Game,6.7444124745876985,biography drama thriller nm0510731 nm0915208 nm0000576 nm4156443 nm2878323 nm2945270
tt0978649,Mutluluk,6.984325010732482,drama nm1283973 nm0120270 nm1031569 nm2582421
tt0978759,Frozen River,6.953277426115,crime drama nm2581581 nm0502425 nm1130728 nm1668208 nm0001574 nm0095478
tt0978762,Mary and Max.,8.049884695464634,animation comedy drama nm0254178 nm0001057 nm0000450 nm0051509 nm0402032 nm1814260
tt0978764,Sucker Punch,6.101486436278265,action adventure fantasy nm0811583 nm0115161 nm1227814 nm0180411 nm0540441 nm1512166
tt0979434,Lottery Ticket,5.425141886374854,comedy nm1336172 nm0510168 nm1040365 nm1166613 nm0222643 nm0001084
tt0980970,The Chronicles of Narnia: The Voyage of the Dawn Treader,6.296404765921384,adventure family fantasy nm0000776 nm1602660 nm1342727 nm1670137 nm2401020 nm0842251
tt0981072,The Lucky Ones,6.714996890516573,adventure comedy drama nm1139726 nm1046097 nm0000209 nm0671567 nm0353243 nm1171196
tt0981227,Nick and Norah's Infinite Playlist,6.578916599889518,comedy drama music nm0813164 nm0148418 nm0993507 nm1683094 nm1969169 nm0310966
tt0983193,The Adventures of Tintin,7.277384870217905,action adventure animation nm0000229 nm0068260 nm0785227 nm0185819
tt0983213,Byôsoku 5 senchimêtoru,7.403870030694588,animation drama family nm1396121 nm0594647 nm2710673 nm1178570 nm2794388 nm2092990
tt0983946,Fantasy Island,5.0011275658678205,fantasy horror mystery nm0905592 nm0671567 nm0702572 nm1423955 nm3271473 nm4497202
tt0984200,Incendiary,5.933847929266468,drama romance thriller nm0536632 nm0931329 nm0000191 nm0532193 nm0322366 nm2633547
tt0985025,Dark Floors,5.136292931016036,action fantasy horror nm2344915 nm0394054 nm0378586 nm0681975 nm0107857 nm0403168
tt0985058,Metropia,6.191112194231708,animation drama mystery nm0757975 nm0001252 nm0000496 nm0001424 nm0001745 nm0002907
tt0985694,Machete,6.589878560525186,action crime thriller nm0542450 nm0001675 nm0001803 nm0735442 nm0000134 nm0004695 nm0000219
tt0985699,Valkyrie,7.082540623523504,drama history thriller nm0001741 nm0000129 nm0631490 nm0396924 nm0000110 nm0929489
tt0986233,Hunger,7.415796513225015,biography crime drama nm2588606 nm1055413 nm0192377 nm0334324 nm0002565 nm0589665
tt0986263,Surrogates,6.296672876458636,action sci-fi thriller nm0609236 nm0000246 nm0593664 nm0000609 nm0683253 nm0462673
tt0986264,Taare Zameen Par,8.249882096806015,drama family nm0451148 nm1244760 nm2594301 nm0451148 nm1538116 nm1479650 nm2540053
tt0988045,Sherlock Holmes,7.589479776978921,action adventure mystery nm0005363 nm0000375 nm0000179 nm1046097 nm0835016 nm0550371
tt0988047,Traitor,6.84359509993463,action crime drama nm0618680 nm0000332 nm0001602 nm0659544 nm0846548 nm0568180
tt0988108,Klass,7.4870098836612575,drama nm0704664 nm2424610 nm2596976 nm2596491 nm2594643 nm2594049
tt0988595,27 Dresses,6.102127115122223,comedy romance nm0281945 nm0001337 nm0005188 nm0015196 nm0450116 nm2724665
tt0988849,Donkey Punch,5.494676213656075,crime drama horror nm0085627 nm2616270 nm1978579 nm1785575 nm1674889 nm0121895
tt0989000,In Search of a Midnight Kiss,6.817734345364847,comedy romance nm1060915 nm1058940 nm1337074 nm0570165 nm0526859 nm0614659
tt0989757,Dear John,6.2962130468940325,drama romance war nm0002120 nm1475594 nm1086543 nm0420955 nm0001794 nm1366616
tt0990407,The Green Hornet,5.81109649149934,action comedy crime nm0327273 nm0736622 nm1727100 nm0910607 nm0000139
tt0990413,Sugar,6.696097519470994,drama sport nm1349818 nm0281396 nm2714417 nm2670576 nm5434913 nm5433532 nm5434772
tt0991346,Bhoothnath,6.331524757018978,comedy drama family nm1018908 nm0000821 nm0004487 nm0787474 nm1056425 nm1024101
tt0992911,Dou foh sin,6.560987845333288,action crime thriller nm0948159 nm0947447 nm0465503 nm0514998 nm0628877 nm1549063
tt0993789,Un conte de Noël,6.6723996667761,comedy drama nm0221611 nm0000366 nm0746085 nm0023832 nm0175931 nm0557859
tt0993840,Army of the Dead,5.809735715754503,action crime drama nm0811583 nm1176985 nm3480246 nm0307143 nm1165044 nm0744331
tt0993842,Hanna,6.6876535818354235,action adventure drama nm0942504 nm1519680 nm0000949 nm0051509 nm3043279 nm3034736
tt0993846,The Wolf of Wall Street,8.193637414301415,biography comedy crime nm0000217 nm0000138 nm1706767 nm3053338 nm0000190 nm0151419
tt0995031,Bhool Bhulaiyaa,7.236076920531395,comedy horror mystery nm0698184 nm0474774 nm1799038 nm1832004 nm0665349 nm1259084
tt0995035,Dhol,6.371482169704147,comedy crime mystery nm0698184 nm12486631 nm0430817 nm0969428 nm0447240 nm1056425 nm1890268
tt0995039,Ghost Town,6.668444733758332,comedy drama fantasy nm0462895 nm0315041 nm0001427 nm0000495 nm1994167 nm1293842
tt0995718,Ek Chalis Ki Last Local,6.763755414617956,adventure comedy crime nm2067985 nm1867717 nm1226448 nm1796962 nm1596350
tt0995740,No Smoking,6.895110597801938,drama horror mystery nm0440604 nm1303433 nm1779702 nm0712546 nm1249116
tt0995752,Tashan,4.896353373254772,action comedy drama nm1715502 nm0474774 nm0451307 nm0004626 nm0438463 nm3390155
tt0995829,XXY,6.793466496724286,drama romance nm0699932 nm0201857 nm0078452 nm0657241 nm0671072 nm0685289
tt0995845,The Courier,5.3211748665597485,action crime drama nm0009463 nm0604742 nm0387319 nm0001709 nm0001208 nm0000666
tt0995851,In Her Skin,6.292920426995443,biography crime drama nm0636066 nm0001602 nm0001584 nm1094112 nm0000554 nm1893735
tt0995868,Pelé: Birth of a Legend,6.922567132199871,biography drama sport nm1905310 nm3104562 nm0000352 nm0763928 nm1546300 nm1179580 nm5991572
tt0996605,Les chansons d'amour,6.728544293617439,drama musical romance nm0393394 nm0756203 nm0308039 nm1202905 nm0557859 nm1228072
tt0996967,Otis,6.034112865992097,comedy crime horror nm0469813 nm1395985 nm0160542 nm0424534 nm0001712 nm0001152
tt0996979,Alien Raiders,5.804639759596059,action horror sci-fi nm0734146 nm0076167 nm0820783 nm0241870 nm1835900 nm0509131
tt0997047,College Road Trip,4.732573032118221,adventure comedy drama nm0474955 nm0712368 nm0001454 nm0005552 nm0480775 nm2334911
tt0997152,The Experiment,6.382047816924574,drama thriller nm0771228 nm0004778 nm1544217 nm0001845 nm1192254 nm0004286
tt0997246,Avaze gonjeshk-ha,7.3653703674820665,drama family nm0006498 nm0619870 nm2927884 nm2929011 nm2928501 nm4531122
tt0999913,Straw Dogs,5.84612382662818,action drama thriller nm0527109 nm0005188 nm0098378 nm0002907 nm0000249 nm0700712
tt10003008,The Rental,5.755151549524666,drama horror mystery nm2002649 nm1405398 nm1555340 nm2611074 nm2087739 nm0403947
tt10006006,A Christmas Prince: The Royal Baby,5.700222204306801,family romance nm0776271 nm0570860 nm3858223 nm0000481 nm4835867 nm4586939
tt1000774,Sex and the City,5.718011382590787,comedy drama romance nm0455078 nm0000572 nm0000326 nm0633223 nm0004862 nm0636562
tt1001508,He's Just Not That Into You,6.394039098960142,comedy drama romance nm0477129 nm0329481 nm0000098 nm0000124 nm2079681 nm2152695
tt1001520,The Last Voyage of the Demeter,6.107031421834978,fantasy horror nm0004217 nm3659660 nm4957233 nm0192377 nm2810287 nm7368157
tt10015244,Ash and Bone,5.515542780643925,horror mystery thriller nm6136445 nm2584117 nm7349310 nm6136445 nm6381632 nm4033048
tt1001526,Megamind,7.2813490363836175,action adventure animation nm0569891 nm0002071 nm1706767 nm0000093 nm0275486 nm0189144
tt1001562,Witless Protection,4.601191747076352,comedy crime nm0138706 nm1249256 nm0000189 nm0119993 nm0595445 nm1135678
tt10016180,The Little Things,6.295315781893727,crime drama mystery nm0359387 nm0000243 nm1785339 nm0001467 nm0061777 nm0404924
tt10023022,Clean,5.776894123479047,action crime drama nm2099491 nm0004778 nm0281909 nm8822933 nm9721228 nm0932112
tt10023024,Love Aaj Kal,5.175273525118022,drama romance nm1665004 nm4449711 nm9071083 nm0393535 nm11571800 nm11281002
tt10023286,The Humans,6.124228920729854,drama nm3046538 nm0420955 nm1159251 nm2154960 nm2788156 nm3081796
tt10028196,Laal Singh Chaddha,5.615751753405927,comedy drama romance nm2378914 nm0451148 nm14022176 nm0004626 nm10740388 nm1587175
tt1002966,Ca$h,6.037225891549299,comedy crime thriller nm0078704 nm0241121 nm0000606 nm0000420 nm0998117 nm0075710
tt1003034,Perrier's Bounty,6.25046386670216,action comedy crime nm0280416 nm0000321 nm0614165 nm0568385 nm0943614 nm2092886
tt10037014,Fear of Rain,5.993966459224866,drama horror thriller nm2500541 nm0001337 nm0001065 nm5589690 nm3441152 nm0094163
tt10039344,Countdown,5.476701051011426,horror thriller nm2280148 nm5634768 nm1490195 nm5145057 nm0004906 nm1722598
tt10059518,Unhinged,6.010792466954692,action thriller nm0097517 nm0000128 nm3308569 nm5145655 nm0801051 nm6861849
tt10060094,The Knight Before Christmas,5.713612601470053,adventure comedy drama nm0593618 nm1227814 nm3262317 nm0004825 nm0447785 nm5272296
tt10062556,Bhuj: The Pride of India,4.530039878872253,action drama history nm10564978 nm0222426 nm0004569 nm3848064 nm2821544 nm6598222
tt10065694,Antebellum,5.854068676620115,drama horror mystery nm4680113 nm7896794 nm1847117 nm1441925 nm0540441
tt10068916,Gekijouban Made in Abyss: Fukaki Tamashii no Reimei,7.1348808324832484,adventure animation drama nm0463628 nm7617524 nm2540995 nm3287449 nm5667822 nm1360441
tt1007028,Zack and Miri Make a Porno,6.49137077025941,comedy romance nm0003620 nm0736622 nm0006969 nm0732497 nm0066144 nm1446725
tt1007029,The Iron Lady,6.39058851374022,biography drama nm1630273 nm0000658 nm0000980 nm0001290 nm0114742 nm1927126
tt10081762,Breaking Surface,6.135363362485792,adventure drama horror nm1893652 nm0303973 nm4477198 nm0927740 nm7896452 nm11272037
tt10083174,The Stairs,5.209770623687073,horror mystery nm2134362 nm0000599 nm0773884 nm1428690 nm4407268 nm2531572
tt10083340,Gangubai Kathiawadi,7.678735066599562,biography crime drama nm0080220 nm1017633 nm8374266 nm0704694 nm4987678 nm1260157
tt10083640,Bhoot Police,6.703736539804437,comedy horror nm4415009 nm0451307 nm1819083 nm2596365 nm4417069 nm0412917
tt1009017,The Minis,4.0114738920843305,comedy family sport nm2621950 nm0005379 nm0683739 nm1845172 nm0940561 nm2102933
tt10095582,The Tragedy of Macbeth,6.996825955676674,drama mystery thriller nm0001054 nm0000243 nm0000531 nm1307435 nm1584487 nm0322407
tt10096842,False Positive,5.236115082119622,horror mystery thriller nm0497563 nm4477261 nm0857620 nm0001543 nm2718712 nm0000112
tt10098288,Roohi,4.891264915734623,comedy horror nm3155648 nm14255092 nm3822770 nm5607349 nm9427099 nm2674337
tt10098448,Jesus Revolution,6.85573408532849,drama nm2296528 nm3634546 nm1525807 nm0745751 nm0931090 nm2953809 nm0001288
tt1010048,Slumdog Millionaire,7.989677908790847,crime drama romance nm0000965 nm0849164 nm2353862 nm2951768 nm0795661 nm0438463 nm0958861
tt1010271,The Poughkeepsie Tapes,6.0296623421882565,horror mystery thriller nm0235719 nm1089340 nm0582239 nm0733490 nm0111179 nm1453351
tt10110614,Mila,6.502128855271765,drama nm3649532 nm1160306 nm3218921 nm2801340 nm1089063 nm1981344
tt10121392,Thunder Force,4.755976696860205,action adventure comedy nm1229520 nm0565250 nm0818055 nm0000867 nm0134072 nm2962353
tt10126434,Scare Me,5.937719350958356,comedy horror nm2063694 nm2063694 nm2251731 nm5412083 nm1089569 nm3323682
tt10127684,Bronx,6.125590695728488,action crime drama nm0545356 nm1877162 nm0580720 nm6394131
tt10127708,Malnazidos,5.980020475311458,action comedy horror nm1438231 nm1027519 nm3639136 nm3467663 nm0130429 nm2024943 nm1941730
tt1012804,Redbelt,6.601337589559537,drama sport nm0000519 nm0252230 nm0000741 nm0607865 nm0242882 nm2731991
tt10131024,Shut In,5.918213294797168,thriller nm0142286 nm3958585 nm4270477 nm0001252 nm12866203 nm13509748
tt1013743,Knight and Day,6.297137564816213,action adventure comedy nm0003506 nm0000129 nm0000139 nm0765597 nm0003244 nm0205626
tt1013752,Fast & Furious,6.494890966935952,action crime thriller nm0510912 nm0004874 nm0908094 nm0735442 nm0108287 nm0651159
tt1013753,Milk,7.464213563662617,biography drama history nm0001814 nm0000576 nm0000982 nm0386472 nm0526019 nm0290556
tt1013860,Dylan Dog: Dead of Night,5.36074659559762,action comedy crime nm1083489 nm0746125 nm1715194 nm0403134 nm0004875 nm0029875
tt10145122,Das perfekte Geheimnis,6.4274677382383825,comedy drama romance nm1480916 nm0617852 nm0777594 nm1065929 nm0378932 nm1035643
tt1014672,Bheja Fry,7.186531153422523,comedy drama nm2625699 nm0665555 nm0438494 nm0045136 nm0813763 nm1249116
tt10147546,Homecoming: A Film by Beyoncé,7.051765982028232,documentary music nm0461498 nm3681833 nm0461498 nm0419650 nm0746714 nm0931332 nm1090271
tt1014759,Alice in Wonderland,6.397498076912772,adventure family fantasy nm0000318 nm1985859 nm0000136 nm0000307 nm0004266 nm0000417
tt1014762,Home,8.0859043315406,documentary family nm0037867 nm0037867 nm0000335 nm0303826
tt1014763,Child 44,6.386186357551908,crime drama history nm1174251 nm0362766 nm0000198 nm0636426 nm1172478 nm4865547
tt1014775,Beverly Hills Chihuahua,4.26833438643289,adventure comedy drama nm0331532 nm0000106 nm0520064 nm0005305 nm0136572 nm0000130
tt1014806,The Poker House,6.243361276082344,drama nm0001614 nm2225369 nm0425316 nm1568793 nm0940158 nm1631269
tt1014809,Until the Light Takes Us,6.647880781174277,documentary music nm2629172 nm0263878 nm1854651 nm1666216 nm1680701 nm1336509 nm1683593
tt10151854,Shazam! Fury of the Gods,5.9106420768569246,action adventure comedy nm2497546 nm1157048 nm4755508 nm6244013 nm10399505 nm0111013
tt10152736,Thalaivi,5.938130490978734,biography drama nm1777967 nm2144007 nm0841552 nm0621937 nm2284321 nm2366974
tt1015474,Train,5.3237538407289415,horror thriller nm1356268 nm0000301 nm0256297 nm1056067 nm1744979 nm2167502
tt10155932,Cinderella,4.572245205194642,comedy family fantasy nm0134224 nm5305981 nm0692039 nm5954280 nm0579953 nm0000112
tt1016075,Fame,5.268304187007865,drama musical romance nm1160495 nm0001288 nm0001564 nm0005259 nm0659048 nm1391090
tt10160976,The Nun II,5.645131702553038,horror mystery thriller nm1980431 nm3920288 nm2997552 nm4977564 nm0691600 nm0007491
tt1016150,Im Westen nichts Neues,7.767686790715679,action drama war nm0074163 nm0436835 nm3477129 nm6037256 nm2714111 nm9620384
tt10161886,The Prom,5.940373984727658,comedy drama musical nm0614682 nm0000658 nm0179479 nm0000173 nm0913488 nm1221047
tt1016268,Enron: The Smartest Guys in the Room,7.316728663483997,biography documentary history nm0316795 nm1933035 nm4036323 nm0101526 nm0124133 nm1928459
tt1016290,Kurôzu zero,6.7043928057380775,action comedy crime nm0586281 nm1040419 nm1092477 nm1800338 nm1118632 nm3050429
tt1016301,La habitación de Fermat,6.523917117638694,mystery thriller nm1618276 nm1924019 nm0767027 nm0050787 nm0392913 nm0590298 nm0527002
tt10168670,Bones and All,6.750715154303785,drama horror romance nm0345174 nm3154303 nm5347988 nm0753314 nm12912851 nm2428245
tt10172266,"Red, White & Royal Blue",6.923079603361645,comedy romance nm5870715 nm3253943 nm5954280 nm0000235 nm0714876 nm10572105
tt1017451,The Runaways,6.4711131122276555,biography drama music nm0797455 nm0829576 nm0266824 nm0788335 nm1886524 nm0174021
tt1017456,Race,6.57552917004607,action crime drama nm0122216 nm0122217 nm0451307 nm0451379 nm0060607 nm1229940 nm0438463
tt1017460,Splice,5.817631453324862,horror sci-fi nm0622112 nm0004778 nm0001631 nm0152035 nm1682412 nm0537370
tt1017464,The Tortured,5.693084846242149,horror thriller nm0509409 nm0159776 nm0582462 nm1355700 nm0608405 nm0147661
tt10182822,Loro,6.484249193000369,biography drama nm0815204 nm0785842 nm0723204 nm1249052 nm0810738
tt10183816,Dangerous Lies,5.56376562276846,crime mystery thriller nm1212040 nm4729403 nm0182099 nm6161516 nm8725461 nm1900772
tt10187208,A Boy Called Christmas,6.6188995230817165,adventure drama family nm1481493 nm0001749 nm10842729 nm2181128 nm11819817 nm13101299
tt1018765,Our Brand Is Crisis,6.113557331236596,comedy drama nm0337773 nm0000113 nm0000671 nm1107001 nm0021835 nm0235652
tt10187680,Forensic,6.516154299882374,crime mystery thriller nm11291485 nm6424427 nm5732707 nm1952830 nm1955570 nm7984315 nm1001625
tt1018785,The Sisterhood of the Traveling Pants 2,6.196739655383089,comedy drama romance nm1065402 nm1065229 nm0088127 nm0848554 nm0515116 nm0629697
tt1018818,Assassination of a High School President,6.194538968566608,comedy crime mystery nm1843195 nm1107127 nm0059215 nm0000246 nm0001650 nm0606700
tt10189300,Lunana,6.873158846917181,drama family nm8293167 nm10622687 nm10622683 nm10622692 nm10622690 nm12374053
tt10189514,Soorarai Pottru,8.602188358795777,action drama nm1464314 nm1421814 nm0712546 nm0882219 nm7936195 nm13818832
tt10192406,Causeway,6.5242004803290525,drama nm10244091 nm2225369 nm3109964 nm0256599 nm1689159 nm1159251
tt10192704,My True Fairytale,6.078964352615399,drama mystery nm7371314 nm6006717 nm1169272 nm5333248 nm3861093 nm1525913
tt1019452,A Serious Man,6.973441637985772,comedy drama nm0001053 nm0001054 nm0836121 nm0454236 nm3102689 nm0577329 nm3129800
tt10196398,Adieu les cons,6.478963863212407,comedy drama nm0243355 nm1812637 nm0243355 nm0548169 nm0077449 nm0399576
tt10196464,Ramprasad Ki Tehrvi,6.907749213454034,comedy drama nm1260157 nm0665554 nm1234298 nm1913625 nm5447706
tt10199586,Atlantique,6.531326900838553,drama fantasy mystery nm2841936 nm10641641 nm10641642 nm10641643 nm10641644 nm10641645
tt10199590,Les misérables,7.386473467932085,crime drama thriller nm1868177 nm4044784 nm6281424 nm8815470 nm10708849 nm10708850
tt10199640,Dylda,6.903658879457226,drama war nm8921482 nm10695943 nm10695944 nm10695946 nm3451503 nm2418903
tt10199914,The Boys in the Band,6.664676922960727,drama nm0544079 nm1433588 nm0704270 nm0093589 nm0710330 nm3083350
tt1020055,Night Train,5.860313056615893,crime horror mystery nm0454521 nm0000418 nm0005447 nm0001872 nm0777788 nm1429134
tt1020072,Selma,7.434179955560834,biography drama history nm1148550 nm0654648 nm0252238 nm0001856 nm0929489 nm2740716
tt1020530,Eden Lake,6.673818818853831,horror thriller nm1220140 nm0717709 nm1055413 nm0255108 nm1925239 nm1107166
tt1020543,Infestation,5.927981395264235,action adventure comedy nm0710272 nm0549815 nm0627492 nm1662572 nm2325213 nm0860838
tt1020558,Centurion,6.293252956634152,action drama history nm0551076 nm1055413 nm0922035 nm1385871 nm0936591 nm0499270
