tconst,originalTitle,weightedAverage,soup
tt1020773,Copie conforme,7.039729810891417,drama romance nm0452102 nm0000300 nm1468516 nm0140643 nm0622145 nm0315986
tt10208198,Akinjeon,6.769779073658174,action crime thriller nm8694244 nm3011350 nm3482978 nm3673844 nm9541537 nm14007936
tt1020885,Lesbian Vampire Killers,5.308560910146772,action comedy fantasy nm0165616 nm0001524 nm0179479 nm1769728 nm1278926 nm4004476
tt1020937,Awarapan,6.929996481689602,action crime drama nm1887138 nm1431656 nm2636433 nm0896573 nm0709359 nm3269803
tt1020938,Bébé(s),6.669054925050926,documentary nm0050988 nm3727397 nm3727396 nm3727387 nm14010225 nm14010226
tt1021004,Yumurta,6.401628323590297,drama nm0969427 nm1625479 nm2278522 nm1832249 nm2637048 nm1892960
tt10214826,Agent Sai Srinivasa Athreya,7.813445197649334,comedy crime mystery nm10633987 nm5189611 nm9556770 nm10737980 nm8819004 nm9159094
tt10223460,Marry Me,6.108011497977316,comedy music romance nm0192478 nm0000182 nm0005562 nm8349062 nm4263213 nm0798971
tt1022603,(500) Days of Summer,7.686484632701288,comedy drama romance nm1989536 nm0221046 nm0330687 nm0034309 nm1631269 nm1131557
tt10228134,Jolt,5.671423686220175,action comedy crime nm0923330 nm0000295 nm2541974 nm0001804 nm0134072 nm1209545
tt10228168,Hatsukoi,6.499523001280147,action comedy crime nm0586281 nm2114691 nm0071024 nm2306501 nm8083519 nm10654994
tt10229558,The Dark and the Wicked,6.1138868479990025,horror nm1052162 nm1677477 nm2534638 nm0647040 nm8945105 nm0637441
tt10230404,Ghost Stories,5.215587055885831,horror thriller nm0015295 nm1962313 nm0424103 nm0440604 nm9427099 nm0797773 nm1576284 nm1994146 nm10203649
tt10230414,Serious Men,6.564142138089032,comedy drama nm0592803 nm1236191 nm1596350 nm0621937 nm11722505 nm4987678 nm0621560
tt10230422,Class of 83,5.971637128652919,action crime drama nm1387177 nm0219967 nm0814331 nm1372014 nm11570885 nm7691878
tt10230426,Mrs. Serial Killer,4.530309747729319,crime drama thriller nm1145655 nm2596365 nm0048075 nm3741768 nm11545272 nm1189762
tt10230994,Beckett,5.771103049305145,action crime drama nm2982028 nm0913475 nm2933542 nm3043279 nm2539953 nm0701566
tt1023111,Never Back Down,6.485498382769028,action drama sport nm0905592 nm0267511 nm0005023 nm1720028 nm1544217 nm1404239
tt1023114,The Way Back,7.255792352777297,adventure drama history nm0001837 nm0836343 nm0000438 nm0268199 nm1058007 nm2308578
tt10233718,Vadh,6.7418083829773865,crime drama thriller nm8012613 nm2426355 nm0592799 nm0348481 nm2435847 nm8485910 nm8012613
tt1023441,Coco Chanel & Igor Stravinsky,6.248793739636977,drama music romance nm0468007 nm0609662 nm0586568 nm0341948 nm0511943 nm0544297
tt1023481,Step Up 2: The Streets,6.1987858057376055,drama music romance nm0160840 nm1382207 nm0263759 nm0144260 nm1782560 nm2274321
tt1023490,Il divo,6.986949292667742,biography drama nm0815204 nm0785842 nm0093718 nm0097917 nm0117885 nm0117911
tt1023500,Doghouse,6.0317053410634,comedy horror sci-fi nm0922115 nm0245705 nm0164929 nm0555564 nm0408846 nm0145290
tt10242388,Last Seen Alive,5.767877259496724,action adventure crime nm0329023 nm0124930 nm1526352 nm0395203 nm0256121 nm0409831
tt1024255,Wild Child,6.105554698958366,comedy nm0601680 nm0731075 nm0001644 nm0001670 nm1943692 nm1648492
tt10243678,Chopsticks,6.34153834666815,comedy drama nm1966139 nm1867717 nm7331044 nm0704694 nm1213227 nm9837130
tt10243992,I'm Your Woman,6.192199987473815,crime drama nm1257352 nm3014031 nm1750371 nm3429884 nm11986662 nm11986663
tt1024648,Argo,7.688180099338457,biography drama history nm0000255 nm0000255 nm0186505 nm0000422 nm0000273 nm0001255
tt1024715,Choke,6.371086103024638,comedy drama nm0163988 nm0005377 nm0001378 nm0531808 nm2659660
tt1024943,Om Shanti Om,6.7431231150578235,action comedy drama nm0007134 nm0451321 nm2138653 nm0992000
tt1025100,Gemini Man,5.718727795862997,action sci-fi thriller nm0000487 nm0000226 nm0935541 nm0654110 nm0938950
tt10262648,Hytti nro 6,6.9501403561240584,drama romance nm3123366 nm2534303 nm5426973 nm0238506 nm0041775 nm12681579
tt10263320,Enes Batur Gerçek Kahraman,3.030598362306853,comedy nm5662493 nm9442261 nm10424777 nm0259472 nm7041200 nm2904528
tt10265034,Land,6.574754653106859,adventure drama nm0000705 nm0000705 nm0065007 nm3593638 nm0225332 nm1406239
tt10268488,The Greatest Beer Run Ever,6.706334501794448,adventure drama war nm0268380 nm1374980 nm0000128 nm4917623 nm6563873 nm8850556
tt10272386,The Father,8.149042075529058,drama mystery nm1725469 nm0000164 nm1469236 nm0309693 nm0931404 nm1782299
tt10272534,Lvx Æterna,6.190595453004474,drama thriller nm0637615 nm0001095 nm0001250 nm3880181 nm9850520 nm6745708
tt10274284,Girl Lost: A Hollywood Story,5.534111536173268,drama thriller nm1087375 nm0000663 nm6171194 nm2136447 nm1799961 nm5216592
tt10275534,Misanthrope,6.550669452833068,action crime drama nm1167933 nm0940362 nm0578853 nm5381254 nm0408591 nm0069822
tt10276470,Work It,6.118573432135481,comedy music nm2884474 nm2920533 nm7862639 nm2859154 nm11198161 nm6180207
tt10276482,Love Again,5.974772942690042,comedy drama romance nm1475479 nm1231899 nm1537825 nm0001144 nm6220968 nm0869871
tt1027718,Wall Street: Money Never Sleeps,6.198955415347417,drama nm0000231 nm0479471 nm0000140 nm1659547 nm0000982 nm0833677
tt1027820,The Incident,5.879477969633466,horror thriller nm2035216 nm1140344 nm0234910 nm2362602 nm0499270 nm0104114
tt1027862,Swing Vote,6.115706908091956,comedy drama nm0827750 nm0000126 nm1745736 nm0001288 nm1630992 nm0000454
tt10279362,French Exit,6.000411861269396,comedy drama nm0414337 nm0000201 nm2348627 nm0504832 nm0536723 nm0185452
tt10279472,The Black Demon,4.575583271774621,drama horror sci-fi nm0344496 nm1410318 nm7502488 nm13106043 nm0524197 nm1343708
tt10280276,Coolie No.1,4.324742827372315,action comedy romance nm0223522 nm3315894 nm9071083 nm0712546 nm0412917
tt10280296,Sardar Udham,8.187445013627313,biography crime drama nm1999473 nm5817249 nm0779785 nm0389621 nm3728294 nm9460339
tt1028528,Death Proof,6.987098614197855,action thriller nm0000233 nm0000621 nm1057928 nm0206257 nm1089685 nm0688624
tt1028532,Hachi: A Dog's Tale,8.069630109624848,biography drama family nm0002120 nm0000152 nm0000260 nm0846480 nm2105255 nm0004517
tt1028576,Secretariat,7.056322986990578,biography drama family nm0908824 nm0000178 nm0000518 nm0553269 nm1734700 nm0909620
tt10287954,L'incredibile storia dell'isola delle rose,6.862278753227007,adventure biography comedy nm3319289 nm0314554 nm4814940 nm7006860 nm0937239 nm0956956
tt10288566,Druk,7.661979035340761,drama nm0899121 nm0586568 nm0488917 nm2099237 nm1046521 nm0095013
tt1029120,Henry Poole Is Here,6.338085623105543,comedy drama nm0671210 nm0005561 nm0593664 nm0520064 nm0056770 nm0385644
tt1029134,Birds of America,6.083621186360135,comedy drama nm0524108 nm0001612 nm0004936 nm0329481 nm0334179 nm2368789
tt1029231,Krrish 3,5.4447852753991235,action adventure sci-fi nm0004363 nm0004335 nm1059103 nm1231899
tt1029234,Martyrs,6.963104407015088,horror nm1052791 nm1662011 nm1227864 nm0126743 nm0869590 nm0876312
tt1029235,Max Manus,7.138574875343693,action biography crime nm1461392 nm1650283 nm0377336 nm1748545 nm0110491 nm0241222 nm1554995
tt1029241,Vinyan,5.697476805650025,drama horror thriller nm0239001 nm0000322 nm0001722 nm2855694 nm0237838 nm2855324
tt10293406,The Power of the Dog,6.784336438676144,drama western nm0001005 nm1212722 nm0000379 nm0687146 nm2240346 nm0501501
tt1029360,Poltergeist,4.996536419646551,horror thriller nm1481493 nm0005377 nm1679669 nm4149623 nm3061574 nm3714535
tt10295212,Shershaah,8.221190784948066,action biography drama nm3315387 nm3289096 nm6442009 nm3109407 nm7084461
tt10298810,Lightyear,6.102972284818219,action adventure animation nm0533691 nm0262635 nm1551130 nm0812307 nm0169806
tt10298840,Strange World,5.746805330074204,action adventure animation nm2320658 nm5945690 nm0350453 nm7187850 nm0005517 nm0000598 nm0005154
tt10300570,Kadaisi Vivasayi,7.507084693219171,drama nm4359637 nm13418916 nm4043111 nm6489058 nm3046678 nm11054682
tt10303324,Survive the Night,4.640386832168783,action drama thriller nm1760759 nm0000246 nm0614877 nm6125709 nm1476806 nm1055590
tt10303430,Sightless,5.719942417779918,drama mystery thriller nm3628233 nm6663708 nm2727714 nm4337039 nm0455058 nm3728777
tt10304142,Amsterdam,6.103895881435989,comedy drama history nm0751102 nm0000288 nm3053338 nm0913475 nm0005273 nm2057859
tt10307440,Jusqu'au déclin,6.059334646205566,action thriller nm3891250 nm4420730 nm5119563 nm0098196 nm0064669 nm4411601
tt10308928,Force of Nature,5.029705342456583,action adventure crime nm0689187 nm0386472 nm0000154 nm0953882 nm0098378 nm0147310
tt10309552,12 Hour Shift,5.835452529517001,comedy horror thriller nm2647420 nm0079374 nm2087585 nm2383344 nm2578920 nm3776906
tt10309902,Chehre,6.196462240269019,drama mystery thriller nm0415514 nm0000821 nm1431656 nm3814795 nm0438465 nm5599013
tt10309906,Shubh Mangal Zyada Saavdhan,5.92154722250458,comedy crime romance nm3806726 nm4731677 nm6845062 nm0710549 nm0348481 nm2286188
tt10310140,Fatman,5.939339519769899,action adventure comedy nm1532523 nm1534497 nm0000154 nm0324658 nm0001399 nm5520432 nm0835981
tt1031241,From Time to Time,6.4521900002565085,adventure drama fantasy nm0271501 nm1375020 nm0001758 nm0001749 nm0898369 nm0172604
tt1031280,Splinter,6.10834111249964,crime horror sci-fi nm0929317 nm0924154 nm1489978 nm0182455 nm1889973 nm2473479
tt10314450,Becky,6.029738233048594,action crime drama nm5732579 nm5722382 nm5157662 nm0416673 nm0570364 nm0537631 nm0115760
tt1031969,The Rocker,6.197420753537574,comedy music nm0146341 nm0933988 nm1265802 nm0000775 nm2061362 nm1297015
tt10320050,Aykut Eniste,6.673646282916479,comedy nm5469712 nm7351488 nm4778585 nm2338933 nm7373703 nm1748275
tt10322274,Schumacher,7.19878196633688,biography documentary sport nm3619732 nm3986865 nm0917035 nm2704444 nm2369753 nm2842733 nm1354723 nm1687495
tt10323676,The Contractor,5.855688178968316,action drama thriller nm0757975 nm1517976 nm1843026 nm7870704 nm11123470 nm2270222
tt10324122,Secret Society of Second-Born Royals,5.517583725935468,action adventure comedy nm1457361 nm7213696 nm2964567 nm3549573 nm3698746 nm3470683
tt10324144,Article 15,7.870041708618294,crime drama mystery nm1025280 nm4731677 nm0621937 nm0656644 nm1122912 nm1589340
tt10327252,The Forever Purge,5.480064618945395,action crime horror nm0332740 nm0307143 nm2204178 nm0524197 nm1628079 nm2336905
tt1032751,The Warrior's Way,6.196385937796978,action drama fantasy nm1857002 nm0417520 nm0098378 nm0001691 nm0396812 nm0185272
tt1032755,RocknRolla,7.181059986202831,action crime thriller nm0005363 nm0124930 nm0929489 nm0252961 nm0628601 nm0835016
tt1032815,"I Love You, Beth Cooper",5.403155207039005,adventure comedy family nm0001060 nm0659363 nm1770256 nm2358430 nm1988575 nm1478996
tt1032819,Powder Blue,6.194261953884795,action crime drama nm0119613 nm0004754 nm1519666 nm0001845 nm0000501 nm0001435
tt1032821,Tyson,7.058974922653238,biography documentary sport nm0864812 nm0005512 nm0485487 nm3138970 nm0990463 nm0147326
tt1032825,Love and Other Impossible Pursuits,6.275168098127757,drama nm0740400 nm0000204 nm0169753 nm0001435 nm2253071 nm0024404
tt1032846,"4 luni, 3 saptamâni si 2 zile",7.7738710435726395,drama nm0612816 nm1671512 nm1693019 nm0412096 nm2308578 nm0315640
tt1032856,Bikur Ha-Tizmoret,7.154538412400588,comedy drama music nm0464115 nm0299924 nm0253813 nm2759746 nm0622384 nm1727690
tt10329134,Ke zai ni xin di de ming zi,6.865007296523271,drama romance nm5010376 nm9077390 nm10695104 nm0197240 nm3017616 nm8249572
tt10329614,Censor,6.035482576024601,horror mystery thriller nm3846547 nm4862056 nm0806968 nm1372621 nm0291569 nm3875490
tt10332588,Finding 'Ohana,6.123021330253316,action adventure comedy nm0920950 nm8451917 nm6269125 nm7341118 nm6236783 nm0005026
tt10333426,Bliss,5.5539982635804614,drama romance sci-fi nm2648685 nm0005562 nm0000161 nm5050435 nm7449863 nm5307044
tt10333912,Gulabo Sitabo,6.266692281786229,comedy drama nm1999473 nm8134824 nm0000821 nm4731677 nm0704694 nm2240044 nm8261761
tt10334148,Blithe Spirit,5.686194576808053,comedy fantasy romance nm0355542 nm1405398 nm0279545 nm2929682 nm0234540 nm0424302
tt1033483,Kandisha,5.921281100696018,crime fantasy horror nm0169848 nm0007814 nm0043952 nm1338428 nm1492213 nm0001016
tt1033575,The Descendants,7.278137768917943,comedy drama nm0668247 nm0000123 nm0940362 nm3837786 nm1975228 nm2060047
tt1033643,What Happens in Vegas,6.101986652222871,comedy romance nm0891114 nm0000139 nm0005110 nm1117791 nm1128572 nm0837177
tt10339052,Best Sellers,6.189816120564834,comedy drama nm1174084 nm0000323 nm2201555 nm0005454 nm2771798 nm0000144
tt1034032,Gamer,5.716478657941483,action sci-fi thriller nm0004410 nm0962729 nm0124930 nm0355910 nm0524839 nm0005520 nm0001718
tt10340562,Etharkkum Thunindhavan,6.339484837020836,action crime drama nm4242010 nm1421814 nm10484501 nm0766470 nm0764853 nm2587761
tt10341034,Boîte noire,6.944462578669953,drama mystery thriller nm1571412 nm2582755 nm3650704 nm0244707 nm3540169 nm0705005
tt10342228,The Shipment,4.697510219462104,action crime drama nm3205229 nm10792632 nm0489436 nm0001744 nm7775746 nm11318919
tt10342730,Spiral: From the Book of Saw,5.266556373176532,horror mystery thriller nm1135423 nm0001674 nm0000168 nm1540404 nm0629653 nm0678107
tt1034302,The Cry of the Owl,6.036225919518314,drama mystery thriller nm0861899 nm0175916 nm0005466 nm0699262 nm0533384 nm1658533
tt10343028,Armageddon Time,6.420726436164785,drama nm0336695 nm0004266 nm0834989 nm8928696 nm12718872 nm0000164
tt1034303,Defiance,7.0712776729900435,action drama history nm0001880 nm0185819 nm0000630 nm0068260 nm1111968 nm0179680
tt1034306,Dorothy Mills,6.080394449645838,drama horror mystery nm0580982 nm0396924 nm2893183 nm0932837 nm0752557 nm0304414
tt1034314,Iron Sky,5.913619775454691,action adventure comedy nm1993322 nm1087430 nm0456130 nm0653248 nm0001424 nm1560632
tt1034325,Phoebe in Wonderland,6.685249194335077,drama nm1400426 nm1102577 nm0165101 nm0005031 nm0000597 nm0001714
tt1034331,Righteous Kill,6.009085407926652,crime mystery thriller nm0000816 nm0000134 nm0000199 nm0001303 nm1265067 nm0000491
tt1034385,Cold Skin,6.038299337208258,action fantasy horror nm1164755 nm0829032 nm2845631 nm3467663 nm6455852 nm0071007
tt1034389,The Eagle,6.198525441418962,action adventure drama nm0531817 nm1475594 nm0068260 nm0000661 nm0351495 nm2781186
tt1034415,Suspiria,6.673150695828975,drama fantasy horror nm0345174 nm1631269 nm0842770 nm0382566
tt10344522,Four Good Days,6.477919841545072,drama nm0006554 nm0005109 nm0303013 nm0000335 nm0740535 nm1872697
tt10345590,Comment je suis devenu super-héros,5.9695664187186885,action adventure comedy nm2537631 nm2847812 nm2169779 nm0688143 nm1871951
tt10350626,Gunjan Saxena: The Kargil Girl,5.583389796483091,action biography drama nm13963103 nm5698755 nm9427099 nm2690647 nm1979275 nm2435847 nm2217498
tt10350922,Laxmii,2.7883621309894506,action comedy horror nm0706485 nm2040704 nm0474774 nm6442009 nm2821544 nm1817397
tt10351180,Bad Boy,6.633973829548251,comedy drama romance nm0764316 nm7383912 nm10722198 nm1189762 nm0505323 nm1384413
tt1035730,Anonyma - Eine Frau in Berlin,6.658342950677108,biography drama history nm0299621 nm0396125 nm0796606 nm0379258 nm0901057 nm0472701
tt1035736,Coco avant Chanel,6.644483030906995,biography drama nm0284774 nm0851582 nm0688143 nm0005273 nm0002100 nm0222922
tt10358198,The Dinner Party,5.033247965359731,horror thriller nm3969329 nm0518718 nm0756083 nm4748817 nm0599907 nm3969329
tt10360772,Mijn beste vriendin Anne Frank,6.241368661472708,drama nm0813786 nm0273143 nm5333701 nm8968675 nm7265823 nm0908973
tt10360862,The Man Who Sold His Skin,6.601450735736212,drama nm4141599 nm8284773 nm11400499 nm0100460 nm0252677 nm0883007
tt10362466,After We Collided,5.224035164570952,drama romance nm0474955 nm6466214 nm2842005 nm0819851 nm0518321 nm6341784
tt10362566,The Exorcism of God,5.734729169166763,drama horror nm5480120 nm2026965 nm1080718 nm15430271 nm0145102
tt10364034,Miraculous - Le film,6.1332184570408526,action adventure animation nm5091631 nm4257885 nm3615298 nm0866593
tt10365998,Infinity Pool,6.014295700365874,crime horror mystery nm0188722 nm0002907 nm5301405 nm1671147 nm0091841 nm3674244
tt10366206,John Wick: Chapter 4,7.677562457359235,action crime thriller nm0821432 nm0000206 nm0000401 nm1745190 nm0714698 nm0000317
tt10366460,CODA,7.946429196391497,comedy drama music nm1571761 nm4454223 nm0559144 nm1319274 nm3310289 nm0278468
tt10366514,Eiffel,6.19072484592878,biography drama history nm1113528 nm0244151 nm8076281 nm1731624 nm5166668 nm0706218
tt10370710,Verdens verste menneske,7.625861431962899,comedy drama romance nm1258686 nm4561559 nm0509264 nm5122260 nm1282571 nm5014499
tt1037218,Flashbacks of a Fool,6.626313765755041,drama nm0909547 nm0185819 nm1002662 nm1073992 nm0931404 nm3601134
tt10375106,Mandibules,6.407649419548208,comedy fantasy nm1189197 nm2669103 nm4698449 nm2650819 nm4280460 nm9633904
tt1037705,The Book of Eli,6.790955501099018,action adventure drama nm0400436 nm0400441 nm0000243 nm0005109 nm0829032 nm0000198 nm0000884
tt1037850,Bu Neng Shuo De. Mi Mi,7.038170881043378,drama music romance nm1727100 nm1727100 nm1251565 nm0938893 nm0837254 nm3979664
tt1038043,Mammoth,6.598862485492641,drama romance nm0600546 nm0305558 nm0931329 nm1323778 nm2059093 nm2520074
tt10384744,La odisea de los giles,6.912419863573993,adventure comedy crime nm0096375 nm0201857 nm0104809 nm0515786 nm0038231 nm0663366
tt1038686,Legion,5.337454172863282,action fantasy horror nm0829820 nm0079273 nm0000598 nm0001165 nm0085407 nm0879085
tt1038919,The Bounty Hunter,5.524265928986857,action comedy romance nm0855035 nm0000098 nm0124930 nm1631320 nm0307534 nm0464341
tt1038988,[Rec],7.369700924892674,horror mystery thriller nm0049371 nm0687042 nm0892299 nm0970337 nm1970851 nm0744485 nm2423452
tt10393870,Jayeshbhai Jordaar,6.018035406547744,comedy drama nm4376803 nm12174336 nm3828984 nm7441022 nm1224082 nm0665550
tt10394738,I Am Greta,7.005409942645273,biography documentary nm5548363 nm10361418 nm2468871 nm12524895 nm1591986 nm12524896
tt1039647,The Union: The Business Behind Getting High,7.411671021016789,documentary nm1622441 nm1886635 nm2470901 nm2295862 nm5173656 nm2976298
tt1039652,La zona,6.61465638984447,drama thriller nm0687751 nm0319843 nm2415310 nm1651022 nm0054214 nm0953344
tt1039960,Estômago,7.183750224941802,comedy crime drama nm2293201 nm1896873 nm2341206 nm1229757 nm0108455
tt10399608,Cerdita,6.193527621549946,drama horror thriller nm2717602 nm3351812 nm10996418 nm1197737 nm10140375 nm7271615
